8,1128,paper,-17.407250181629216,-24.0180042557581,-19.24978261610907,-23.663827225921434,-22.928046825301198
8,1129,paper,0.4099976259287793,-17.499127903851672,-8.676787993104965,-9.34895538581778,0.9394637514896619
8,1130,paper,15.22370083827943,-7.9705610510787555,-7.644691996438732,-7.8757874485366015,9.060671410658825
8,1131,paper,15.517093034292387,-3.1552069099161724,-6.075989252748825,0.5909902877264762,7.580405251332525
8,1132,paper,15.495220073567468,-3.260477344585771,-7.090159513566216,-6.856811205174111,7.5064297327864855
8,1133,paper,-24.080022907945153,-33.844638289289946,-26.517350353940625,-29.021531671118925,-31.94330777703087
8,1134,paper,-30.57131554554275,-34.775327263118534,-20.829471149547352,22.290810919551117,23.81691774953828
8,1135,paper,-18.830004639003217,-28.48944118596372,-23.043119712543692,-31.36447377882325,-32.76676534507284
8,1136,paper,-27.58958021496472,-28.492240081358432,-24.389766646426665,-27.06850955945361,-28.317448156001213
8,1137,paper,2.1267966995124192,-7.315821771460573,-6.644062734014004,-2.256975529361808,2.937969830654628
9,1306,paper,6.147433226764608,-18.029440804558053,-16.635603350981686,-19.627072792505846,-23.26450718506199
9,1307,paper,2.7377645535641917,-19.605062402370898,-19.33296099571771,-21.082994065667815,-26.042293329650438
9,1308,paper,4.965599626779122,-19.754267386958425,-19.547048228879355,-21.189013597003065,-20.046678000966825
9,1309,paper,-2.655074629122962,-18.78711906939957,-21.46515074929919,-20.891677625146652,-19.793803064552392
9,1310,paper,7.015333037955118,-17.904691127481158,-17.567110240415513,-17.083415363027214,-21.064086342032642
9,1311,paper,7.3358308410113,-16.478736249936983,-15.612843113914854,-15.179599601545364,-20.15206665601411
9,1312,paper,14.121194623452281,-13.598611156654368,-17.06514880984118,-18.181605251995837,-22.916457829059848
9,1313,paper,13.784920216363059,-20.630686495534654,-21.42795741135954,-19.75252465197939,-23.2848131603188
9,1314,paper,13.452929812850156,-11.946210630860909,-13.743107453961736,-16.2421009219566,-22.995722807111644
9,1315,paper,13.6574878106451,-19.064465013288014,-20.31628707195757,-19.663143500689234,-23.699974588081364
2,147,paper,-29.64648321813132,15.733856317322267,-14.779876169384911,-20.76768473363945,-29.915936772103432
2,148,paper,-26.139516319063368,21.581539107419758,-9.612063411420797,-16.216867855949744,-26.313893306067143
10,1484,paper,-19.24909735034023,-6.750790399079752,-17.063036756740562,-20.972896553042844,-15.256321943912441
10,1485,paper,-3.84261632214362,1.4398595880491214,-7.822473229084077,-4.1960897199770715,8.70330943801142
10,1486,paper,-3.619869296065946,26.862133660955504,1.9670766115449192,-0.434168034589816,9.489096390448177
10,1487,paper,-18.29261313375425,-1.8000092692384002,-9.266153087267373,-5.3261457244836805,8.460358799890297
10,1488,paper,-19.609611948753745,10.296269314651454,-3.415649273987039,-2.963099069170226,7.603494562586074
10,1489,paper,-20.338276720749693,-1.3436822467168417,-11.4242010664185,-7.801241793227112,3.9217506524689
2,149,paper,-4.6250546595124735,22.85585509018054,-5.38563784212676,-11.931456128374137,-28.855253147001942
10,1490,paper,-21.869908390357228,-10.223437928091478,-14.442306474658258,-16.01409729776613,-8.971768604822735
10,1491,paper,-19.15702348894115,-4.05640914297589,-11.227703629446996,-7.205711898836949,6.332044817025064
10,1492,paper,-19.65600957700347,10.653913119136636,-8.071537077289982,-4.829199718399368,11.35107904230112
10,1493,paper,-19.18977573217965,10.959221582241614,-5.082370378710853,-1.5715193511046992,14.258818847184795
2,150,paper,-20.06003578715884,20.297566084347533,-3.0964707948735084,-15.41405152550395,-29.90843356323833
2,151,paper,-1.3919424423922946,39.676057180741445,7.123392622333368,3.621150053306823,-11.662373448563763
2,152,paper,-8.938027396748218,15.068585359853799,-0.60143983017963,-10.776236526719345,-18.56746769173743
2,153,paper,-5.904870602060448,19.181836262085888,1.6062399677703092,-9.254877992464273,-26.631492704287542
2,154,paper,0.5484235382010344,26.915267407154406,3.1308445520641,2.9602360254121804,-15.800755203469741
2,155,paper,1.8045584732287474,29.235338878452062,9.478962580528371,5.056390479267516,-13.907759260293005
2,156,paper,-1.2878771586168285,25.352590667549983,4.606367761646453,2.6075212200179916,-13.29927610888701
11,1662,paper,-0.3746344688658819,-17.01566048247466,-16.561787557038393,-23.32915212529416,-21.257098262141234
11,1663,paper,-17.964166384090124,-12.539128042667082,-12.476762707366868,-20.674111162306687,-21.983911663988135
11,1664,paper,1.6083363032308309,-10.903551564212089,-1.1565735186591044,-19.252473948517135,-21.628305104335148
11,1665,paper,16.938488662767803,-13.00212605109474,-13.558545967856912,-20.91217810455649,-19.16320010873108
11,1666,paper,16.262752041809748,-12.364128653143492,-1.9589801424097577,-16.92090477323664,-14.04080268622763
11,1667,paper,15.734120430405401,-16.302519483237845,-16.955094324124577,-23.45184727164223,-24.26212252046984
11,1668,paper,20.346567639777035,-9.903012046444813,-2.450801366718476,-17.4911160752904,-14.394323643779659
11,1669,paper,21.96200435787374,-18.216796719848748,-16.76533778636499,-21.294193655281376,-20.80753921216617
11,1670,paper,3.3680053006245303,-16.852532295894243,-15.736777165207672,-23.372701887939684,-26.213873593372618
11,1671,paper,-0.2360604282089739,-18.951936536539556,-17.863048433475157,-24.998017358836172,-28.46437716742934
23,1840,paper,-5.0104021503684475,-10.677115576379256,-17.53736198506408,-15.679914616009794,-6.716247969961506
23,1841,paper,-10.914031803313403,-18.946816489471,-18.86750191841531,-17.297719314653115,-7.101560739063262
23,1842,paper,-4.0103018137944275,-22.271548781059657,-24.023003219779138,-22.145400327529472,-20.13891406459191
23,1843,paper,-4.87288218756824,-8.639894326560778,-9.161092724925847,-1.7069157305244045,-0.5305138824604522
23,1844,paper,-4.69616339513457,-16.4316031839545,-17.705201234464297,-12.292102196061276,-12.818170881785422
23,1845,paper,-9.573347914524964,-14.547145725980853,-17.599311098366304,-16.272585346656935,-4.507669394802009
23,1846,paper,-5.830822913615475,-13.468235928878668,-16.502036625711444,-15.696360730218151,-17.152570793078958
23,1847,paper,-8.159674954951909,-13.663898956988861,-14.270779558484167,-13.523751177535626,-7.179695181532962
23,1848,paper,-5.782809132525165,-17.474170548838202,-17.943651988309245,-18.288502948002126,-7.128601455463844
23,1849,paper,-3.851999755462112,-10.282315429207081,-13.544977939791668,-11.508041142825366,-1.3985237849094092
24,2018,paper,-6.320417903858697,-23.542311782247147,-25.31636753356956,-27.58717971197069,-29.871708607526422
24,2019,paper,-22.048273318771848,-23.744178140997306,-22.790140650300483,-28.5067774586488,-30.407970647272993
24,2020,paper,-19.68421204522056,-24.061008319450632,-24.03527175309154,-28.88592516892495,-27.167891168468653
24,2021,paper,-25.751608923243307,-23.777960438332887,-25.492044571528158,-30.02263216319174,-33.75548856583255
24,2022,paper,-19.71397106797924,-17.525858842913827,-20.40639780096019,-26.29097677932306,-29.495870535046187
24,2023,paper,-26.464816866500957,-27.68389430148854,-27.61784368354477,-30.027610068148167,-34.490681880167394
24,2024,paper,-25.467391983188516,-26.549071927796003,-24.0628385322478,-28.255751212975717,-32.25148957181332
24,2025,paper,-3.359167197530625,-31.105111034346063,-21.6726957789194,-28.354228738245755,-32.60879813726443
24,2026,paper,-22.754533058751097,-29.29619661419748,-23.560584235485454,-28.137236415120565,-30.186078415101658
24,2027,paper,-26.059707379390492,-22.202552018630904,-25.880144461772982,-28.717063315384504,-42.20818759827057
12,2199,paper,1.9051070691232845,0.1877800780911896,3.105371060159191,-3.1134261083647847,-24.878566751068274
12,2200,paper,0.5984072267580813,18.124780530012004,8.534478933420242,2.4006526620243207,-19.857957120860423
12,2201,paper,0.12087205390360407,-17.476706787127576,-2.0551001576579653,-7.894816440247486,-28.676119589404543
12,2202,paper,16.048165212785943,-10.902863578776635,-1.3862744433551817,-3.1255014779823886,-11.599101390627885
12,2203,paper,2.1989256404254225,-11.81229231162441,1.1081037095698048,-6.206007330791959,-27.22961111964406
12,2204,paper,17.191004769620264,0.5441729481475692,3.1537387746616594,-1.539592604149294,-9.81777561482092
12,2205,paper,1.130983660387248,0.5975777193023679,3.96470301518351,2.0295263332054496,-5.275143301141924
12,2206,paper,15.813080713564048,2.0341887140712425,5.541110919974736,1.1849263437392434,-8.00032137486421
12,2207,paper,-2.611193442931017,-10.643529053105562,-7.871108553993577,-8.042173030698592,-28.335551629282374
12,2208,paper,-18.63020432033855,-18.92713315346636,-4.042989671041067,-10.312790558238127,-30.756010385409677
13,2377,paper,-1.8527441161104985,-14.647419950595156,-1.4758122264744642,-8.782561733642439,-27.843192743546748
13,2378,paper,16.831512957749382,-12.35128725061176,-0.37440638949089555,-2.4403231355853934,-9.015380281570126
13,2379,paper,-19.248630769333783,-23.468152017855296,-12.569009235389268,-14.923758217570063,-34.41725798617689
13,2380,paper,0.17033090242319415,-25.07318145488919,-14.011184061066386,-19.045303856303843,-41.946395176867874
13,2381,paper,-18.6313152659971,-24.15078500483468,-14.203135816245704,-15.227245443516665,-43.92012215400337
13,2382,paper,-17.35390771789905,-22.110254490629227,-12.429355200743618,-14.356045905016334,-42.845222132030486
13,2383,paper,-15.701764962563558,-25.709034658163613,-10.989049151224867,-20.574857869853474,-41.73789535123935
13,2384,paper,-16.39130602392763,-26.716797528748582,-13.672027872239944,-20.308879051779762,-41.56167141803724
13,2385,paper,-19.216068756256128,-23.97418998515731,-12.631274434702858,-20.490388503186743,-42.82545143919934
13,2386,paper,-18.881320379941823,-27.082550821304586,-12.880221914676472,-21.031982246520712,-41.25124993151449
14,2555,paper,-5.164437239628034,-5.2282826965091695,-3.1146795619995795,2.324068369329722,1.3861002296623628
14,2556,paper,-3.3364858651695095,-16.881828909144513,-14.989768189155741,-1.9799239707746525,-16.637010688156927
14,2557,paper,0.34369329504066093,-8.719934116952349,-9.177710333316982,2.1475016098165045,1.3974760011802365
14,2558,paper,9.938395153155739,-6.846332757837714,-7.915467721279125,4.596718021605513,5.91642169120881
14,2559,paper,11.444596769903672,-7.51410807700017,-7.504021450445749,-4.130589476066297,-6.430837726055742
14,2560,paper,16.51724942184054,13.289655615711647,14.055127741723917,20.6132024870723,16.729866892986745
14,2561,paper,14.502521693933826,2.2695125730497994,-2.2649192143632964,-2.8191595987272002,-6.344912230642065
14,2562,paper,4.12911293527573,-8.59731368167544,-8.038809273557394,-5.593460762536988,-13.120878800770091
14,2563,paper,6.008745141262655,-4.734381278741731,-4.486738313511808,-5.262575532037099,-9.245831484388779
14,2564,paper,8.628398644927225,-2.102573787076188,-4.093321958413196,2.842908559449088,-8.074111256499725
15,2733,paper,-11.471108220715484,-11.262481185251989,-1.2111961569157994,9.315632739106743,3.7871099039665603
15,2734,paper,-7.9891947187296655,-6.571866874983173,7.288639376517356,6.61967223035545,-1.4872183111128543
15,2735,paper,-14.659423489783519,-4.899888108000395,2.639817710997173,10.423808948147379,8.005697239185748
15,2736,paper,-10.97850492857582,-0.5884872506067858,14.29191086301242,10.726427184746257,3.946905413913896
15,2737,paper,-8.893225134802652,-1.7310861858293944,1.7543336831239273,10.85601442742063,8.064960326052317
15,2738,paper,-11.660683669687888,-9.352863202152465,6.650340205581865,7.3637399509131045,0.0868253584697846
15,2739,paper,-28.640328090533394,16.784293841228532,15.194674616761883,8.99044175747516,3.6790291027108477
15,2740,paper,-12.41602234689248,44.518225505232756,38.161112872799606,45.10174262908569,45.25620714232124
15,2741,paper,-13.584222534429237,18.587983729062103,18.924903145925036,16.111617996218605,8.72385734018409
15,2742,paper,-12.977970622871252,9.124439952499474,5.26441411478803,5.763498140623273,2.417898374505752
